stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,6,17,0,0,1
72hpf,0.56,1.97,0.56,0,0.56,11.27,0,0.28,1.69
21Day,0,1.85,2.59,4.07,0.37,5.18,0,0,4.07
3Month,0,4.68,0.1,3.54,0.1,0.31,0,0.42,0.31
22Month,0.14,4.92,0.14,2.05,0,0,0.41,0,0
