stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0.28,0.28,0.28,0,2.82,0,0,0.28
21Day,1.48,0,0.74,0.37,0.74,0,0,1.11
22Month,3.42,0,5.74,0.14,0,0.27,0.55,0.14
