stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Stromal
24hpf,1,1,0,1,2,1,1
21Day,1.48,0,0.37,0.37,0,0,0.37
22Month,1.37,0,0.14,0,0,0.41,0.14
