stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,0,1,0,0,0
72hpf,0,3.66,0,0,0.28,0.28,0.85,0.28,0,0.28
21Day,0,1.85,0,0,0.74,0,0.37,0,0,0.74
3Month,0.31,102.66,0.21,8.53,3.95,0.83,0.1,0,1.46,1.25
22Month,0.41,35.53,0.27,21.18,2.73,0.27,0.41,1.5,0.68,1.78
