stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,2,0,2,0
72hpf,0.28,0,0,0.28,26.21,0.28,5.64,1.13
21Day,1.11,0,0.74,0.74,7.77,0,3.33,1.48
3Month,0.83,0.21,0.31,0.31,0.1,0,0.21,0.21
22Month,3.01,0.14,0.55,0.41,0,0,0.14,0.68
