stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,1,0,0,0,0,1,0,0
72hpf,0,0,0,0,0,0,2.25,0,0.28
21Day,0,0.37,0.37,0,0,0.37,0.37,0,0
3Month,0,1.87,0,0.21,0.21,0.1,0.1,0,0.1
22Month,0.14,3.69,0,0.41,0.41,0,0.14,0.14,0.14
