stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,1,0,0,0,13,0,0,0
72hpf,0,0.85,0,0.28,1.13,58.62,0,0.28,4.23
21Day,0,1.85,0,0,0.37,33.67,0,0.74,3.7
3Month,0.21,3.22,0.83,0.62,0,0.73,0,0.21,0.42
22Month,0.14,6.83,0.14,1.09,0.14,0.27,0.68,0.55,0.55
