stage,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,1,0,0
72hpf,0,0,0,1.69,0,0
21Day,0.37,0,0,8.14,0,0.37
3Month,0.31,0.21,0,0,0,0
22Month,0,0,0.14,0,0.14,0.14
