stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,1,1,0,0,0,10,0,1
72hpf,0,0,0,0,0.28,1.13,0.28,0
21Day,0,0.37,0,0.74,0.37,0.74,0,0.37
3Month,0.1,6.03,1.25,1.46,0.52,0.1,0,0.31
22Month,0.14,3.01,0.27,0.68,0.14,0,0.14,0.14
