stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,0,0,0.28,0,0
21Day,0,0,0,0,0.37,1.11,0,0
3Month,0,0.21,0,0.1,0,0.21,0,0.21
22Month,0.41,7.93,0.14,0.14,0,0.14,0.14,0.82
