stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,6,0,0,0
72hpf,0,0,0,0,0,3.1,0,0,0.85
21Day,0.37,0,0,0,0.37,2.59,0,0,0.74
3Month,0.94,0,0,0.21,0,0,0,0,0.1
22Month,10.93,0.14,0.14,1.09,0,0.14,0.27,0.14,0.55
