stage,Epithelial,Germ,Immune,Neuron,Other,Stromal
72hpf,0,0,0,0.56,0,0
21Day,0,0,0,0.37,0,0
3Month,0.21,0.31,0.21,0,0,0.1
22Month,1.5,0.27,0.27,0,0.27,0
