stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,0,1
72hpf,0.28,0,0,0,0.56,29.03,0.28,1.69
21Day,0.74,0.37,0.37,0,0.37,7.77,0,0.74
3Month,2.08,0.21,8.01,0.21,0.42,0.21,0.1,0.1
22Month,1.78,0,0.27,0.27,0,0,0,0
