stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,0,1,0,2
72hpf,0,0.28,0,0,0,0,0.56,0,0.28
21Day,0,0,0,0,0,0,0,0,0.37
3Month,0.21,19.24,0.1,1.25,1.35,0.52,0.21,0,3.85
22Month,0.14,22,0,0.27,0.14,0.14,0.14,0.41,0.82
