stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,5,2,0,1
72hpf,0,0,0,0,0,1.97,0,0,0
21Day,0.74,1.11,0,0.37,0,2.22,0,0,0
3Month,3.54,0.1,2.7,1.56,0.1,0.42,0,0.1,1.35
22Month,0.82,0,0,0,0,0,0.14,0,0
