stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,0,1,1,3,0,0
72hpf,0,4.79,0.85,0,1.41,0.56,0.56,0,1.41
21Day,0.37,7.77,9.25,0.74,0.74,4.07,1.85,0.37,8.51
3Month,0.31,7.18,0,5.41,10.19,0.42,0,0.1,1.56
22Month,0.27,3.01,0,0.55,4.1,0,0.14,0,0.14
