stage,Epithelial,Immune,Neuron,Secretory,Stromal
24hpf,0,0,1,0,1
72hpf,0.28,0,0,0,2.25
21Day,0,0,0.37,0.37,4.07
3Month,0,0.1,0,0,0.21
22Month,0,0,0,0,1.09
