stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,1,0,0,0,0,0,0
72hpf,0,0.28,0,0,0,1.13,0,0
21Day,0,0,0.74,0,0,1.11,0,0
3Month,0,2.39,12.9,0.94,0.42,0.1,0.31,0.21
22Month,0.14,2.46,8.88,0.27,0.27,0,0,0
