stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,2,0,0,0,0,1,0
72hpf,1.13,0,0,0,0.28,0,0.28
21Day,1.48,0,0.37,0,0,0,0.37
3Month,8.84,0.21,0.21,0.42,0,0,0.1
22Month,0.41,0,0.14,0,0,0,0
