stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,7,0,2,1,152,0,0,17
72hpf,0.28,2.82,0,0,0.85,12.97,0,0,5.64
21Day,0.37,4.07,1.11,1.48,1.85,10.73,0,0.74,7.4
22Month,0,0.14,0,0,0,0,0.14,0.14,0.27
