stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,0,2,0,1
72hpf,0,0.56,0.28,0,0.28,0,4.51,0,1.41
21Day,0,0.37,0.37,0,0,0.74,1.11,0,1.48
3Month,0,0.52,0,0.1,0.1,0.1,0,0,0.1
22Month,0.27,2.6,0,0,0.55,0.27,1.5,0.14,0
