stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,2,0,0
72hpf,0,0.85,0.28,0,0.28,1.97,1.69,1.97
21Day,0,1.48,0.37,1.48,0,2.22,0.37,5.55
3Month,0,2.18,0,0.73,0,0.1,0.21,2.91
22Month,0.14,5.88,0,0.82,0.27,0.27,0.14,0.27
