stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,15,0,0,0
72hpf,0,0.28,0,0,0,4.23,0.56,0.28,0.28
21Day,0.74,0.37,0.37,0.37,1.11,2.59,0,0.37,0.37
3Month,1.35,0,9.47,0.73,0.1,0.21,0,0,0.1
22Month,1.91,0,1.91,0.55,0,0.14,0.27,0,0.27
