stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,0,1,0
72hpf,0,0.28,0,0,0,0,1.41,1.13
21Day,0.37,0,0.37,0,0,1.85,0.74,1.48
3Month,0,0.21,0,0.1,0.42,0,0,0.1
22Month,0,0.14,0,0,0.14,0.14,0,0
