stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,1,0,0,0,0,0
72hpf,0,0.28,0,0.28,0,0.28,0.28
21Day,0.37,5.18,0,0,0,0,0
3Month,0,0.42,0.1,0.31,0.1,0,0
