stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,3,25,0,10
72hpf,0.56,0.56,0,0,6.76,6.76,0,19.45
21Day,1.48,0.37,0,0,4.44,2.59,0.74,27.01
3Month,0.21,0,0,0.1,0.21,0.1,0.1,0.62
22Month,0.96,0,0.14,0.27,0,0,0,0.27
