stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,1,41,0,4
72hpf,0.28,2.82,0.28,0,0,0.28,20.01,0,3.95
21Day,0,2.22,0.37,0,0.37,0.74,6.66,0,1.85
3Month,0,0.94,0.1,0.42,0.1,0,0.21,0,0.52
22Month,0.14,1.91,0,0,0.27,0,0,0.82,0
