stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
72hpf,0,0.85,0,0,0,13.81,0.28
21Day,0,0.37,0.37,0,0,6.29,0
3Month,0,0.62,0,0.21,0.1,0.52,0.21
22Month,0.27,1.91,0,0,0.41,0.27,0.14
