stage,Epithelial,Germ,Immune,Neuron,Other,Stromal
72hpf,0.28,0,0,0.85,0,0
21Day,0,0,0,0.37,0,0
3Month,1.25,7.59,0.21,0.1,0,0.31
22Month,1.23,0.27,0.14,0,0.14,0.14
