stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,1,0,11,0,2
72hpf,0.85,0,0,0.28,14.09,0,0.85
21Day,2.96,1.48,1.48,0,7.77,0.37,1.48
