stage,Epithelial,Germ,Immune,Muscle,Neuron
24hpf,0,0,1,0,8
72hpf,0,0,0,0.28,3.95
21Day,0.37,0,0.37,0,2.22
3Month,0.1,2.6,0.1,0,0
22Month,0.41,0.14,0,0,0
