stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,2,0,0,1,0,5,0,4
72hpf,1.69,0.28,0,0,0.28,8.46,0,1.13
21Day,0.37,2.96,0,0.74,0.37,3.33,1.11,0.37
3Month,0,0,0.1,0.1,0,0,0,0
