stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,0,11,0,1
72hpf,0,0,0,0,0,0,3.66,0,0.28
21Day,0,1.11,1.11,0,3.7,1.11,6.66,0,3.33
3Month,0,1.25,0,0.94,1.56,0.31,0,0,0.1
22Month,0.14,2.19,0,0,1.78,0.14,0,0.96,0.82
