stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,5,1,0,1,1,10,3
72hpf,0.28,0.56,0,0,0,0,2.54,0.28
21Day,0,0.37,0.74,0,0.37,0,1.11,0.74
3Month,0,0.83,0,0.52,0,0,0.1,0
22Month,0,0,0,0.27,0,0,0,0
