stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,1,10,1
72hpf,0,0,0,1.69,0.28
21Day,0.37,0.37,0,5.18,1.11
22Month,0.27,0,0,0,0
