stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,1,0,0,0
72hpf,1.41,0,0,0,0,0,0.28,0
21Day,8.51,0,0,0.37,0.74,0,0,0
3Month,2.81,0,0.31,0.21,0,0,0.1,0.1
22Month,9.57,0.14,1.91,0.41,0,0.14,0,0.14
