stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,1,6,0,0,2,2,39,7
72hpf,0,0.85,0,0,0,0,4.51,0.28
21Day,0,0,0.37,0,0.37,0,0,0.37
3Month,0,0.21,0,0.42,0.21,0.1,0,0.1
22Month,0,1.09,0,0.14,0,0,0.14,0
