stage,Epithelial,Germ,Immune,Muscle,Stromal
24hpf,1,0,1,0,0
21Day,0,0,1.48,0.74,1.11
3Month,0.52,0.21,0.73,0,0.1
22Month,0.68,0,0.14,0,0
