stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,1,0,0,1,7,0,0,5
72hpf,0.56,3.95,0,0,0.56,3.1,0,0,2.82
21Day,0,5.18,0,0,2.22,1.11,0,0.37,3.7
3Month,0,2.18,0.1,0.31,0.21,0.1,0.1,0,0.52
22Month,0,2.05,0,0.27,0.14,0,0.41,0,0.27
