stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0.85,0,0,0,0,0,0,0,0
21Day,0.37,0.37,0,0,0,0.37,0,0,0
3Month,6.35,0.1,1.25,0.73,0,0,0,0,1.25
22Month,6.97,0.27,0.14,0.68,0.14,0.14,1.5,0.41,0.96
