stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,3,0
72hpf,1.13,0.56,0,0.28,61.16,1.97
21Day,0.74,0,0.74,0.37,18.13,1.11
