stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,0,4,0,1
72hpf,0,1.13,0,0,0,0,3.1,0,0.28
21Day,0,55.87,0.74,0,0,1.48,3.33,0,1.85
3Month,0.1,12.59,0,2.29,0.83,0.21,0.94,0,0.52
22Month,0.27,13.66,0,0.68,1.37,0,0.68,0.14,0.41
