stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,0,8,0
72hpf,0,0.28,0,0,0,0.85,3.1,0.28
21Day,0,0.37,0,0,0.37,0,2.96,0.74
3Month,0.1,1.35,0.1,4.89,0.31,0.21,0.31,0.52
22Month,0,1.23,0,1.37,1.91,0.14,0.14,0.27
