stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,1,1,0,0,0
72hpf,0,0.28,0,0,1.13,0,0,0
21Day,0.37,0,0,3.33,5.18,0,0.37,0
3Month,0.73,0,0.21,1.25,0.1,0,0,0.21
22Month,0.96,0,0,0.41,0,0.14,0,0.14
