stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
24hpf,0,3,0,0,0,0,0,0
72hpf,0.28,9.02,0,0,0,0.28,0,0
21Day,0,5.92,0.37,0,0,0,0,0
3Month,0,1.98,0,0.52,0.42,0,0,0.42
22Month,0,7.52,0,0,0.41,0.14,0.27,0
