stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,1,0,0,0,5,0
72hpf,0,0.85,0,0,0,1.13,0
21Day,0,0.74,0,0,0,0.37,0
3Month,0.1,2.39,0,0.52,1.98,0,0
22Month,0,2.73,0.14,0.55,0.68,0,0.14
