stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,2,0,0,0,2,0,0,1
72hpf,1.41,0,0,0.56,3.38,0,0,3.38
21Day,0,0,0,1.85,0.74,0,0.74,9.62
3Month,7.07,1.56,2.08,0.31,0.31,0,0.1,9.05
22Month,3.55,0.14,0.27,0,0.27,0.68,0,0.96
