stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,1,0,0,1,0
72hpf,0,0,0.28,1.41,0.85
21Day,0.37,0,0,1.11,0
3Month,0.1,0.1,0,0,0.1
