stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,2,0,0,0,2,0,0,0
72hpf,0.28,0.56,0,0,8.74,0,0,1.13
21Day,1.11,0,0.37,0.37,37.74,0,0.37,1.11
3Month,3.74,0,5.2,1.04,8.53,0,0.21,0.52
22Month,6.29,0.27,0.41,1.37,5.6,0.41,0.14,0.27
