stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0.28,0,0,0,0,0,0
21Day,1.48,0,0.37,0,0.37,0.37,0.37
3Month,4.89,0.31,5.3,0.1,0.1,0.42,0.21
22Month,1.64,0,0.27,0,0,0,0
