stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,0,4,0,0,1
72hpf,0,0.56,0,0,0,0,1.41,0.28,0.28,0.28
21Day,0,1.48,0.37,0,1.11,0.74,1.11,0,0.37,1.48
3Month,0.42,12.17,0.52,2.08,4.78,0.83,0.1,0,0.73,1.25
22Month,0.96,34.71,0.55,3.14,14.35,1.23,0.41,1.64,0.27,3.42
