stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,16,4,0,1
72hpf,1.41,0,0,0.28,3.38,0.28,0,0
21Day,9.99,0,1.11,2.22,1.85,0,0,1.11
3Month,26.21,2.7,0.94,0.21,0.31,0,0.21,0.31
22Month,11.62,0.41,0.82,0.14,0.14,0,0.27,0.55
