stage,Epithelial,Erythroid,Immune,Neuron,Stromal
24hpf,0,0,1,1,0
21Day,0,0.37,0.74,0,0
3Month,0.31,0.1,1.87,0,0.1
22Month,0,0,0.68,0,0
