stage,Epithelial,Immune,Neuron,Secretory,Stromal
24hpf,1,0,1,0,0
72hpf,0.56,0,9.02,0,0.28
21Day,0,0.37,1.85,0,0
3Month,0.1,0,0,0.1,0
22Month,0.41,0.14,0,0,0
