stage,Endothelial,Epithelial,Erythroid,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,0.56,0,0,0.85,0,0,0.85
21Day,0,2.96,0,1.11,5.18,0,0.37,0.37
3Month,0.1,5.2,0,0.52,0.83,0.1,0,0
22Month,0.14,24.19,0.14,1.09,3.96,1.37,0.27,0.14
