stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,5,0,0,1,2,37,1,2
72hpf,0,0.56,0,0,0,0,0.56,0,0
22Month,0.82,12.71,0.27,15.85,1.23,0.68,0.14,0.55,0.55
