stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,3,1,0,16,0,4
72hpf,0.28,0.85,0,0,4.23,0,1.13
21Day,0,1.11,0,0.74,0.74,0.37,1.48
