stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
21Day,1.11,0.37,0,28.49,0,1.85,0,0.74
3Month,0.94,0,0.1,3.95,0.1,0.31,0,0.1
22Month,0.55,0,0,3.42,0,0,0.14,0
