stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,19,0,0,4
72hpf,0,3.38,0,0.28,1.13,104.28,0.56,0.28,3.38
21Day,0,2.59,0,0.74,0.74,32.19,0,1.85,3.7
3Month,0,26,2.5,1.66,0.1,1.66,0,0.62,1.25
22Month,0.27,37.85,0.27,2.19,0.27,0.68,2.46,0.27,0.68
