stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,0,2,0,3,0,0,0
72hpf,0.85,0,0,0.28,0.56,0,0,0
21Day,3.7,0,0.37,0,1.11,0,0,0.74
3Month,7.49,101.1,2.29,0.52,0.42,0,0.52,0.52
22Month,2.87,4.51,0.96,0,0.27,0.14,0,0.41
