stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,17,0,0,0,1,0,1
72hpf,15.5,0.28,0,0,1.69,0,0
21Day,14.43,0,0,0.74,1.11,0.37,0
3Month,0.83,0,0.31,0.21,0,0,0
22Month,0.68,0,0,0.14,0,0.14,0
