stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,1,0,0,0
72hpf,0,5.64,0,0,0,0.56,0,0,0
21Day,0,13.32,0.37,0,0,1.48,0,0.74,1.48
3Month,0.1,41.4,0,1.25,0.73,0.31,0,0.42,0.42
22Month,0.14,45.5,0,0.41,0.96,0.27,0.68,0.14,0.41
