stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,1,0
72hpf,0,0.28,0,0,0,6.48,0.56
21Day,0,0.37,0,0,0.37,12.21,0
3Month,0.1,0.73,0.1,0,0,0.1,0
22Month,0,1.64,0,0.27,0,0.55,0
