stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,0,1,0,0
72hpf,0,0,0,0,0,0,2.82,0,0.56
21Day,0,0.74,0,0,0,0,5.55,0,1.48
3Month,0.1,5.2,0.21,1.46,1.04,0.31,0.31,0,0.52
22Month,0.27,4.65,0,0,1.09,0.55,0.55,0.41,0.27
